epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,10103.4,1.06097,0.43114,0.00873,0.83864,0.9065,0.93112,0.67438,1.06578,0.4963,0.01451,0.000991,0.000991,0.000991
184,10158.5,1.08249,0.4369,0.00891,0.86785,0.86543,0.929,0.65652,1.09647,0.49858,0.01478,0.0009415,0.0009415,0.0009415
185,10214.3,1.06012,0.42886,0.00839,0.95042,0.89154,0.95502,0.68676,1.08902,0.39497,0.01484,0.000892,0.000892,0.000892
186,10270,1.05961,0.4224,0.00865,0.94867,0.92248,0.95478,0.6885,1.06372,0.3996,0.01389,0.0008425,0.0008425,0.0008425
187,10325.5,1.04403,0.4266,0.00904,0.93757,0.93142,0.95784,0.69913,1.04862,0.38177,0.01443,0.000793,0.000793,0.000793
188,10381,1.06009,0.43004,0.00886,0.94806,0.91473,0.95658,0.69788,1.08685,0.38063,0.01571,0.0007435,0.0007435,0.0007435
189,10435.9,1.04741,0.42299,0.00874,0.95226,0.91473,0.95529,0.70422,1.06722,0.37682,0.01498,0.000694,0.000694,0.000694
190,10491.1,1.05112,0.44216,0.00865,0.91768,0.92636,0.95343,0.70231,1.0448,0.39395,0.01396,0.0006445,0.0006445,0.0006445
191,10554.4,1.04658,0.47753,0.01543,0.95893,0.90496,0.95477,0.70134,1.04946,0.36275,0.01463,0.000595,0.000595,0.000595
192,10609.2,1.02876,0.45851,0.0152,0.9619,0.93023,0.95841,0.68404,1.08015,0.35372,0.01497,0.0005455,0.0005455,0.0005455
193,10663.8,1.00919,0.44796,0.01475,0.93283,0.89922,0.95258,0.68576,1.06407,0.39752,0.01408,0.000496,0.000496,0.000496
194,10718.7,1.03561,0.45104,0.01539,0.93223,0.9186,0.95454,0.68444,1.06544,0.39021,0.01449,0.0004465,0.0004465,0.0004465
195,10773.7,0.99455,0.44689,0.0136,0.94079,0.92373,0.95753,0.69657,1.05068,0.38101,0.01419,0.000397,0.000397,0.000397
196,10828.7,1.0176,0.45678,0.01523,0.95165,0.91541,0.95663,0.70247,1.04623,0.37559,0.01456,0.0003475,0.0003475,0.0003475
197,10883.6,0.98568,0.43615,0.01391,0.92891,0.93023,0.95634,0.70034,1.0688,0.37515,0.01466,0.000298,0.000298,0.000298
198,10938.5,1.00532,0.45692,0.01433,0.955,0.90485,0.95706,0.69275,1.07332,0.39339,0.01457,0.0002485,0.0002485,0.0002485
199,10993.3,0.9787,0.44358,0.01404,0.97406,0.89922,0.95677,0.70403,1.04554,0.37823,0.0142,0.000199,0.000199,0.000199
200,11048.4,0.97962,0.44278,0.014,0.93368,0.92771,0.95619,0.70127,1.05488,0.37147,0.01455,0.0001495,0.0001495,0.0001495
